cluster_alias,Xkr4,Xkr4,Xkr4,Gm1992,Gm1992,Gm1992,Gm19938,Gm19938,Gm19938,Gm37381,Gm37381,Gm37381,Rp1,Rp1,Rp1,Sox17,Sox17,Sox17,Gm37587,Gm37587,Gm37587,Gm37323,Gm37323,Gm37323,Mrpl15,Mrpl15,Mrpl15,Lypla1,Lypla1,Lypla1,Tcea1,Tcea1,Tcea1,Rgs20,Rgs20,Rgs20,Gm16041,Gm16041,Gm16041,Atp6v1h,Atp6v1h,Atp6v1h,Oprk1,Oprk1,Oprk1,Npbwr1,Npbwr1,Npbwr1,Rb1cc1,Rb1cc1,Rb1cc1,4732440D04Rik,4732440D04Rik,4732440D04Rik,Alkal1,Alkal1,Alkal1,St18,St18,St18,Pcmtd1,Pcmtd1,Pcmtd1,Gm26901,Gm26901,Gm26901,Gm30414,Gm30414,Gm30414,Sntg1,Sntg1,Sntg1,Rrs1,Rrs1,Rrs1,Adhfe1,Adhfe1,Adhfe1,2610203C22Rik,2610203C22Rik,2610203C22Rik,Vxn,Vxn,Vxn,Gm29520,Gm29520,Gm29520,Mybl1,Mybl1,Mybl1,Vcpip1,Vcpip1,Vcpip1,1700034P13Rik,1700034P13Rik,1700034P13Rik,Sgk3,Sgk3,Sgk3,Mcmdc2,Mcmdc2,Mcmdc2,Snhg6,Snhg6,Snhg6,Tcf24,Tcf24,Tcf24,Ppp1r42,Ppp1r42,Ppp1r42,Gm15818,Gm15818,Gm15818,Cops5,Cops5,Cops5,Cspp1,Cspp1,Cspp1,Arfgef1,Arfgef1,Arfgef1,Cpa6,Cpa6,Cpa6,Prex2,Prex2,Prex2,A830018L16Rik,A830018L16Rik,A830018L16Rik,Gm17644,Gm17644,Gm17644,Gm29663,Gm29663,Gm29663,Sulf1,Sulf1,Sulf1,Slco5a1,Slco5a1,Slco5a1,Gm29283,Gm29283,Gm29283,Prdm14,Prdm14,Prdm14,Ncoa2,Ncoa2,Ncoa2,Gm29570,Gm29570,Gm29570,Tram1,Tram1,Tram1,Lactb2,Lactb2,Lactb2,Xkr9,Xkr9,Xkr9,Eya1,Eya1,Eya1,Gm9947,Gm9947,Gm9947,Msc,Msc,Msc,Trpa1,Trpa1,Trpa1,Kcnb2,Kcnb2,Kcnb2,Terf1,Terf1,Terf1,Sbspon,Sbspon,Sbspon,4930444P10Rik,4930444P10Rik,4930444P10Rik,Rpl7,Rpl7,Rpl7,Rdh10,Rdh10,Rdh10,Gm28095,Gm28095,Gm28095,Stau2,Stau2,Stau2,Gm7568,Gm7568,Gm7568,Ube2w,Ube2w,Ube2w,Eloc,Eloc,Eloc,D030040B21Rik,D030040B21Rik,D030040B21Rik,Tmem70,Tmem70,Tmem70,Ly96,Ly96,Ly96,Gm28376,Gm28376,Gm28376,Jph1,Jph1,Jph1,Gm28783,Gm28783,Gm28783,Gdap1,Gdap1,Gdap1,Gm28784,Gm28784,Gm28784,Pi15,Pi15,Pi15,Gm28154,Gm28154,Gm28154,Gm16070,Gm16070,Gm16070,Crispld1,Crispld1,Crispld1,Gm28153,Gm28153,Gm28153,Gm28756,Gm28756,Gm28756,Crisp4,Crisp4,Crisp4,Defb18,Defb18,Defb18,Defb41,Defb41,Defb41,Gm15825,Gm15825,Gm15825,Tfap2d,Tfap2d,Tfap2d,Tfap2b,Tfap2b,Tfap2b,Gm28340,Gm28340,Gm28340,Pkhd1,Pkhd1,Pkhd1,4930486I03Rik,4930486I03Rik,4930486I03Rik,Gm28653,Gm28653,Gm28653,Il17a,Il17a,Il17a,Il17f,Il17f,Il17f,Mcm3,Mcm3,Mcm3,Gm28065,Gm28065,Gm28065,6720483E21Rik,6720483E21Rik,6720483E21Rik,Paqr8,Paqr8,Paqr8
1705,8.13044,0.5082067,2,0.0,0.0,2,3.3888366,4.7925386,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,7.632444,0.19606647,2,3.3888366,4.7925386,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,3.3888366,4.7925386,2,0.0,0.0,2,0.0,0.0,2,4.0380483,5.710663,2,0.0,0.0,2,0.0,0.0,2,8.78935,0.030507576,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,3.885542,5.494986,2,3.3888366,4.7925386,2,3.250893,4.597457,2,0.0,0.0,2,0.0,0.0,2,3.250893,4.597457,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,3.3888366,4.7925386,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,9.787913,0.988351,2,6.6397295,0.19508158,2,0.0,0.0,2,0.0,0.0,2,9.212528,0.19672868,2,0.0,0.0,2,0.0,0.0,2,8.13044,0.5082067,2,0.0,0.0,2,3.250893,4.597457,2,7.136435,0.89752895,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,8.13044,0.5082067,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,3.250893,4.597457,2
1706,8.6106615,,1,0.0,,1,6.621691,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,6.621691,,1,0.0,,1,6.621691,,1,6.621691,,1,0.0,,1,6.621691,,1,0.0,,1,0.0,,1,0.0,,1,6.621691,,1,6.621691,,1,0.0,,1,6.621691,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,7.6143475,,1,6.621691,,1,0.0,,1,7.6143475,,1,8.931851,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,6.621691,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,8.6106615,,1,0.0,,1,0.0,,1,0.0,,1,8.196854,,1,0.0,,1,0.0,,1,8.196854,,1,0.0,,1,0.0,,1,8.196854,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,8.931851,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1
1707,7.0496964,3.964547,5,0.0,0.0,5,2.9162579,4.1496115,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,2.5798118,3.5363388,5,1.5138087,3.3849792,5,4.4902663,4.1026673,5,1.7546844,3.9235938,5,0.0,0.0,5,3.092522,4.299257,5,3.1963737,4.4116497,5,0.0,0.0,5,3.0813687,4.233829,5,1.3153242,2.9411542,5,0.0,0.0,5,1.1389766,2.546829,5,7.090478,0.81766105,5,0.0,0.0,5,0.0,0.0,5,7.0782976,4.070712,5,0.0,0.0,5,1.5553432,3.477853,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,2.8499866,3.9151177,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,2.755984,3.7802854,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,1.2436339,2.7808497,5,6.0889435,3.4278626,5,4.092162,3.7431538,5,0.0,0.0,5,0.0,0.0,5,3.092944,4.248274,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,2.3826103,3.2677653,5,0.0,0.0,5,2.3826103,3.2677653,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,7.139651,4.102444,5,2.7786558,3.9064288,5,0.0,0.0,5,0.0,0.0,5,8.497679,0.53648883,5,1.4406599,3.2214134,5,0.0,0.0,5,5.1726346,4.7228913,5,0.0,0.0,5,7.4862695,0.26629466,5,7.84744,1.0137129,5,0.0,0.0,5,5.335796,3.0035727,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,8.181726,0.5877947,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,1.5553432,3.477853,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,1.3153242,2.9411542,5
1709,8.4993925,0.9005278,19,0.6873434,2.0593336,19,2.452537,3.3231544,19,0.0,0.0,19,0.0,0.0,19,0.0,0.0,19,0.0,0.0,19,0.0,0.0,19,2.0837634,3.1597629,19,1.3700013,2.749968,19,4.549631,3.6482675,19,1.8732392,3.22946,19,0.0,0.0,19,6.250538,2.3056371,19,2.558696,3.4529948,19,0.0,0.0,19,5.3209176,3.373576,19,1.0850916,2.5945458,19,0.0,0.0,19,0.0,0.0,19,7.0857463,1.9207165,19,1.2747759,2.5404282,19,0.0,0.0,19,8.7525,0.9190705,19,1.6939842,2.9183688,19,0.33908233,1.4780256,19,0.0,0.0,19,0.0,0.0,19,0.0,0.0,19,0.3337964,1.4549848,19,3.672071,3.5967772,19,0.32518888,1.4174654,19,0.0,0.0,19,0.33712715,1.4695032,19,3.6424308,3.5887134,19,0.0,0.0,19,0.0,0.0,19,0.0,0.0,19,2.7049003,3.2628236,19,4.998748,3.1439254,19,4.6986284,3.3297014,19,0.33908233,1.4780256,19,0.6781534,2.0315933,19,4.100873,3.6794329,19,0.0,0.0,19,0.0,0.0,19,0.8270303,2.4773242,19,0.33908233,1.4780256,19,0.0,0.0,19,0.0,0.0,19,4.162295,3.7093096,19,0.31370047,1.3673887,19,1.7112957,2.950108,19,0.9425071,2.2389944,19,0.0,0.0,19,0.0,0.0,19,0.34435698,1.5010173,19,0.0,0.0,19,0.0,0.0,19,8.043298,2.2938242,19,2.2715156,3.0648248,19,0.0,0.0,19,0.3761559,1.6396255,19,8.51808,0.78605884,19,0.3199997,1.3948463,19,0.0,0.0,19,6.9806366,3.24952,19,0.0,0.0,19,4.0132775,3.5504377,19,5.6137834,3.034735,19,0.0,0.0,19,3.514919,3.4635322,19,0.0,0.0,19,0.0,0.0,19,0.0,0.0,19,0.0,0.0,19,6.365255,2.9356582,19,0.32518888,1.4174654,19,0.0,0.0,19,0.0,0.0,19,0.29457217,1.2840104,19,0.0,0.0,19,0.0,0.0,19,0.0,0.0,19,0.0,0.0,19,0.0,0.0,19,0.0,0.0,19,0.0,0.0,19,0.0,0.0,19,0.0,0.0,19,0.0,0.0,19,0.36403632,1.5867976,19,0.0,0.0,19,0.0,0.0,19,0.0,0.0,19,0.0,0.0,19,0.0,0.0,19,0.0,0.0,19,0.0,0.0,19,0.61457187,1.8426284,19
1710,9.485549,0.88473576,42,0.78448933,2.1616023,42,4.5835934,3.5003889,42,0.0,0.0,42,0.16250965,1.0531828,42,0.0,0.0,42,0.0,0.0,42,0.0,0.0,42,1.3196567,2.758013,42,2.7231863,3.350849,42,4.7820115,3.6569986,42,2.3767114,3.4315794,42,0.0,0.0,42,4.2470016,3.410981,42,0.30626324,1.3868384,42,0.0,0.0,42,3.8160198,3.7292087,42,0.0,0.0,42,0.0,0.0,42,0.1583423,1.0261754,42,5.700874,3.0917404,42,0.29220185,1.3257344,42,0.0,0.0,42,8.587954,0.96186066,42,1.7495675,2.9879484,42,0.1583423,1.0261754,42,0.0,0.0,42,0.0,0.0,42,0.0,0.0,42,0.1465787,0.94993854,42,4.299977,3.4623232,42,0.16250965,1.0531828,42,0.6726882,2.1036756,42,0.4750939,1.7338418,42,1.6011,2.9182503,42,0.0,0.0,42,0.15784208,1.0229337,42,0.0,0.0,42,2.0566096,3.1192214,42,4.123129,3.653867,42,5.1251345,3.5101588,42,0.32912204,1.4920042,42,0.64422816,2.0132353,42,2.2642474,3.4696393,42,0.0,0.0,42,0.0,0.0,42,0.0,0.0,42,0.16115555,1.0444074,42,0.0,0.0,42,0.0,0.0,42,3.5583594,3.625001,42,0.15997067,1.0367284,42,1.1191002,2.5403762,42,0.46876657,1.7125056,42,0.0,0.0,42,0.0,0.0,42,0.30841765,1.397798,42,0.0,0.0,42,0.15566477,1.008823,42,9.289314,0.9643515,42,2.896754,3.3978128,42,0.0,0.0,42,0.6693875,2.0961452,42,8.330103,2.0265977,42,0.97574437,2.4248743,42,0.0,0.0,42,7.9030375,0.7914346,42,0.0,0.0,42,5.270858,3.4225338,42,4.631237,3.5295966,42,0.0,0.0,42,2.1543589,3.271092,42,0.0,0.0,42,0.0,0.0,42,0.15212822,0.98590356,42,0.0,0.0,42,5.3194027,3.6580703,42,0.0,0.0,42,0.0,0.0,42,0.0,0.0,42,0.0,0.0,42,0.19033748,1.2335278,42,0.0,0.0,42,0.5010494,1.8294555,42,0.0,0.0,42,0.0,0.0,42,0.0,0.0,42,0.0,0.0,42,0.0,0.0,42,0.0,0.0,42,0.0,0.0,42,0.16250965,1.0531828,42,0.0,0.0,42,0.0,0.0,42,0.0,0.0,42,0.0,0.0,42,0.0,0.0,42,0.0,0.0,42,0.0,0.0,42,0.15784208,1.0229337,42
1711,9.147157,0.5920175,9,0.7325286,2.1975858,9,2.2904649,3.444998,9,0.0,0.0,9,0.0,0.0,9,0.0,0.0,9,0.0,0.0,9,0.0,0.0,9,1.4315714,2.840701,9,1.6531682,3.2826915,9,5.4617815,3.1885436,9,3.826744,3.6429543,9,0.0,0.0,9,5.343737,3.0441294,9,0.0,0.0,9,0.0,0.0,9,3.8043535,3.6778033,9,0.0,0.0,9,0.0,0.0,9,0.0,0.0,9,5.0448623,3.8349545,9,0.0,0.0,9,0.0,0.0,9,8.695858,0.5404393,9,2.9241514,3.4682193,9,0.0,0.0,9,0.0,0.0,9,0.74388516,2.2316554,9,0.0,0.0,9,0.0,0.0,9,5.4445534,3.1122775,9,0.0,0.0,9,0.0,0.0,9,0.0,0.0,9,3.044253,3.6300614,9,0.0,0.0,9,0.0,0.0,9,0.0,0.0,9,2.9935982,3.5553906,9,3.0592985,3.6672888,9,4.760965,3.5900757,9,0.0,0.0,9,1.4071642,2.792991,9,3.991483,3.9385033,9,0.0,0.0,9,0.0,0.0,9,4.5324764,3.420719,9,0.7137429,2.1412287,9,0.0,0.0,9,0.0,0.0,9,3.8124118,3.6287036,9,0.6893359,2.0680077,9,2.2800856,3.4235892,9,0.84755373,2.5426612,9,0.0,0.0,9,0.0,0.0,9,0.0,0.0,9,0.0,0.0,9,0.0,0.0,9,8.760843,0.74466324,9,2.146964,3.2227924,9,0.0,0.0,9,0.0,0.0,9,9.412927,0.51629174,9,0.0,0.0,9,0.0,0.0,9,7.271601,2.8480055,9,0.71782845,2.1534853,9,4.3890324,4.1703095,9,5.5002074,3.154015,9,0.0,0.0,9,1.4686655,2.9145834,9,0.0,0.0,9,0.0,0.0,9,0.0,0.0,9,0.0,0.0,9,7.0875187,0.85265714,9,0.0,0.0,9,0.0,0.0,9,0.0,0.0,9,1.4218645,2.8230982,9,0.0,0.0,9,0.0,0.0,9,0.0,0.0,9,0.0,0.0,9,0.0,0.0,9,0.0,0.0,9,0.0,0.0,9,0.0,0.0,9,0.0,0.0,9,0.0,0.0,9,0.0,0.0,9,0.0,0.0,9,0.0,0.0,9,0.0,0.0,9,0.0,0.0,9,0.0,0.0,9,0.0,0.0,9,0.0,0.0,9,0.71782845,2.1534853,9
1712,6.4374237,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,6.4374237,,1,0.0,,1,6.4374237,,1,8.011246,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,6.4374237,,1,0.0,,1,0.0,,1,10.669495,,1,6.4374237,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,6.4374237,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,6.4374237,,1,0.0,,1,0.0,,1,8.424885,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,9.422785,,1,0.0,,1,0.0,,1,0.0,,1,9.881642,,1,0.0,,1,0.0,,1,8.011246,,1,0.0,,1,6.4374237,,1,6.4374237,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,7.4290767,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1
1713,6.0907536,4.0679135,4,1.5682665,3.136533,4,4.827002,3.2275674,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,1.5620174,3.124035,4,7.3074617,1.0717044,4,3.5133479,4.103266,4,0.0,0.0,4,5.217304,3.598395,4,3.1302838,3.614555,4,0.0,0.0,4,7.0589633,0.856977,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,6.003673,4.0067554,4,0.0,0.0,4,0.0,0.0,4,7.490677,1.1508209,4,0.0,0.0,4,0.0,0.0,4,1.5905349,3.1810699,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,3.2872531,3.7997513,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,3.1302838,3.614555,4,5.1033206,3.4307015,4,5.3446913,3.5715072,4,0.0,0.0,4,0.0,0.0,4,4.0485926,4.6767783,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,1.5905349,3.1810699,4,0.0,0.0,4,0.0,0.0,4,5.221059,3.6190856,4,0.0,0.0,4,3.406462,3.9506264,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,1.5905349,3.1810699,4,0.0,0.0,4,0.0,0.0,4,8.27858,0.8176344,4,4.968479,3.3433268,4,0.0,0.0,4,0.0,0.0,4,9.252463,0.29115206,4,0.0,0.0,4,0.0,0.0,4,7.701142,0.9231344,4,0.0,0.0,4,7.1623855,1.0100815,4,5.4973774,3.7629697,4,0.0,0.0,4,1.8096371,3.6192741,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,7.700384,0.6312108,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,1.5620174,3.124035,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,1.5682665,3.136533,4
1714,9.273188,0.8631655,17,0.82276523,2.3280613,17,3.999822,3.4581275,17,0.0,0.0,17,0.0,0.0,17,0.0,0.0,17,0.0,0.0,17,0.0,0.0,17,0.38815495,1.6004039,17,2.8435764,3.5121078,17,5.4668427,3.7012627,17,2.4874682,3.493095,17,0.0,0.0,17,3.4485302,3.8090532,17,0.81532353,2.3087592,17,0.0,0.0,17,4.8153157,3.6981032,17,0.0,0.0,17,0.0,0.0,17,0.0,0.0,17,4.483751,3.8888252,17,0.0,0.0,17,0.0,0.0,17,8.846184,1.0034066,17,0.7958916,2.2501175,17,0.0,0.0,17,0.0,0.0,17,0.0,0.0,17,0.0,0.0,17,0.0,0.0,17,5.3658586,3.1032498,17,0.0,0.0,17,0.41864944,1.7261357,17,0.0,0.0,17,0.8186331,2.3144147,17,0.0,0.0,17,0.0,0.0,17,0.0,0.0,17,3.7369237,3.6790545,17,3.6148584,4.0073795,17,6.4480586,2.5223675,17,0.0,0.0,17,0.40885407,1.6857485,17,0.85719335,2.4246027,17,0.0,0.0,17,0.0,0.0,17,0.0,0.0,17,0.38155285,1.5731827,17,0.0,0.0,17,0.0,0.0,17,5.1207542,3.4961345,17,0.0,0.0,17,1.1531464,2.5698547,17,0.3956349,1.6312444,17,0.0,0.0,17,0.0,0.0,17,0.7912917,2.2341893,17,0.0,0.0,17,0.0,0.0,17,8.054934,2.3179417,17,2.8416882,3.5052562,17,0.0,0.0,17,1.6906195,3.1549742,17,8.055105,2.2016783,17,0.82185906,2.3316817,17,0.0,0.0,17,7.119596,2.7926223,17,0.0,0.0,17,4.52339,3.9492729,17,5.65203,3.284972,17,0.0,0.0,17,0.37738138,1.5559833,17,0.0,0.0,17,0.0,0.0,17,0.0,0.0,17,0.0,0.0,17,7.158942,1.9958133,17,0.0,0.0,17,0.0,0.0,17,0.0,0.0,17,1.2694505,2.8286467,17,0.0,0.0,17,0.0,0.0,17,0.83449745,2.3637488,17,0.0,0.0,17,0.0,0.0,17,0.0,0.0,17,0.0,0.0,17,0.0,0.0,17,0.0,0.0,17,0.0,0.0,17,0.0,0.0,17,0.0,0.0,17,0.0,0.0,17,0.0,0.0,17,0.0,0.0,17,0.0,0.0,17,0.0,0.0,17,0.0,0.0,17,0.0,0.0,17
1715,8.280909,2.0699575,100,0.78504926,2.2514946,100,2.5837793,3.481227,100,0.0,0.0,100,0.0,0.0,100,0.0,0.0,100,0.0,0.0,100,0.0,0.0,100,1.2930636,2.6933622,100,1.202629,2.6798055,100,4.0988827,3.611639,100,2.1533597,3.3263462,100,0.0,0.0,100,2.9314837,3.4920983,100,0.68125314,2.0588915,100,0.0,0.0,100,4.271254,3.622015,100,0.5310272,1.8128853,100,0.0,0.0,100,0.06443913,0.64439136,100,5.1517205,3.526546,100,0.2720773,1.3426638,100,0.0,0.0,100,8.559505,1.7546719,100,0.555065,1.898791,100,0.13737333,0.9686532,100,0.0,0.0,100,0.4113223,1.6372322,100,0.0,0.0,100,0.12144345,0.8572855,100,2.888507,3.5782278,100,0.09204678,0.92046785,100,0.42001018,1.6716288,100,0.6237294,1.9972527,100,1.3191926,2.7549217,100,0.0,0.0,100,0.12590544,0.88625234,100,0.0,0.0,100,2.0261798,3.202536,100,5.4741063,3.3286772,100,4.0290327,3.6928983,100,0.3362438,1.4746326,100,0.78156334,2.1324158,100,2.26743,3.4314504,100,0.0,0.0,100,0.0,0.0,100,0.70377755,2.1301625,100,0.2585652,1.273266,100,0.0,0.0,100,0.0,0.0,100,4.9104023,3.5132265,100,0.06339052,0.63390523,100,2.215784,3.2656105,100,0.54777265,1.8731582,100,0.0,0.0,100,0.34859443,1.5299089,100,0.40140983,1.6081973,100,0.060888324,0.60888326,100,0.0,0.0,100,8.883568,1.5184642,100,3.158047,3.529947,100,0.06742522,0.6742522,100,0.93701816,2.3399832,100,8.713009,1.5075508,100,0.706559,2.1373115,100,0.13994327,0.9888161,100,7.1684656,2.668586,100,0.0,0.0,100,4.8581657,3.5573003,100,4.7915277,3.5010164,100,0.0,0.0,100,1.5543561,2.9528742,100,0.0,0.0,100,0.06816112,0.68161124,100,0.06443913,0.64439136,100,0.0,0.0,100,5.5625553,3.3697832,100,0.0,0.0,100,0.0,0.0,100,0.0,0.0,100,0.06499231,0.6499231,100,0.0,0.0,100,0.06291338,0.6291338,100,0.2059464,1.177885,100,0.0,0.0,100,0.0,0.0,100,0.0,0.0,100,0.0,0.0,100,0.065230444,0.6523044,100,0.0,0.0,100,0.0,0.0,100,0.0,0.0,100,0.0,0.0,100,0.0,0.0,100,0.0,0.0,100,0.0,0.0,100,0.0,0.0,100,0.0,0.0,100,0.0,0.0,100,0.4066162,1.6218582,100
1716,9.6905775,0.40896246,7,2.0581841,3.5256062,7,3.0558438,3.8177319,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,0.929046,2.4580245,7,4.29805,4.08422,7,0.929046,2.4580245,7,0.0,0.0,7,3.999408,3.7522488,7,0.94356394,2.4964356,7,0.0,0.0,7,1.9525908,3.3401465,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,5.4728165,3.792744,7,0.0,0.0,7,0.0,0.0,7,8.041324,1.0458333,7,0.94356394,2.4964356,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,5.9392905,2.6479697,7,0.0,0.0,7,0.0,0.0,7,1.9586269,3.3481112,7,0.9615351,2.5439827,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,0.94356394,2.4964356,7,1.0966489,2.9014604,7,5.2080474,3.59526,7,0.0,0.0,7,0.0,0.0,7,0.94356394,2.4964356,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,4.2974925,4.039879,7,0.9615351,2.5439827,7,0.929046,2.4580245,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,8.479582,1.335035,7,1.8726099,3.1982248,7,0.0,0.0,7,0.0,0.0,7,7.6525164,3.4116921,7,0.0,0.0,7,0.0,0.0,7,5.5753293,3.855743,7,0.0,0.0,7,4.298154,4.0908585,7,5.362654,3.6931336,7,0.0,0.0,7,1.9369975,3.3095875,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,5.494018,3.8376963,7,1.0966489,2.9014604,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,0.94356394,2.4964356,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,0.99343354,2.6283782,7
